,Building ID,Market,profit
717,Bldg-117412,Atlanta,3887.71
570,Bldg-116484,Dallas,3927.619999999998
506,Bldg-115622,Atlanta,3967.36
243,Bldg-068694,Atlanta,3980.33
784,Bldg-121487,Dallas,4013.11
747,Bldg-118398,Dallas,4029.96
765,Bldg-119697,Dallas,4055.2599999999998
937,Bldg-138898,Denver,4059.2
1260,Bldg-231955,Denver,4064.34
908,Bldg-138851,Denver,4066.94
977,Bldg-138966,Denver,4073.86
1392,Bldg-416226,Denver,4110.7
378,Bldg-109207,Atlanta,4167.35
790,Bldg-121942,Dallas,4184.110000000001
115,Bldg-038227,Atlanta,4191.4
948,Bldg-138919,Denver,4205.24
928,Bldg-138882,Denver,4229.6799999999985
562,Bldg-116462,Dallas,4259.64
347,Bldg-100528,Atlanta,4344.71
886,Bldg-135753,Dallas,4354.76
1008,Bldg-139046,Denver,4393.47
166,Bldg-054725,Atlanta,4430.91
1009,Bldg-139048,Denver,4434.96
53,Bldg-038053,Atlanta,4538.959999999999
898,Bldg-137824,Atlanta,4552.09
123,Bldg-038251,Atlanta,4554.98
1037,Bldg-139327,Denver,4574.63
814,Bldg-124993,Dallas,4576.82
815,Bldg-124998,Dallas,4610.0
171,Bldg-055441,Denver,4668.32
155,Bldg-054061,Atlanta,4680.01
952,Bldg-138926,Denver,4681.450000000002
317,Bldg-089927,Denver,4693.12
1028,Bldg-139274,Denver,4716.96
843,Bldg-131708,Denver,4745.18
91,Bldg-038126,Atlanta,4755.08
145,Bldg-038587,Dallas,4806.63
797,Bldg-122496,Dallas,4850.24
50,Bldg-037367,Atlanta,4904.67
1029,Bldg-139275,Denver,4932.08
1026,Bldg-139265,Denver,4932.08
129,Bldg-038267,Atlanta,4937.070000000001
238,Bldg-068621,Atlanta,4938.42
718,Bldg-117484,Denver,5072.48
8,Bldg-014932,Denver,5150.14
832,Bldg-128946,Dallas,5194.5599999999995
20,Bldg-015325,Denver,5204.84
136,Bldg-038282,Atlanta,5208.04
964,Bldg-138946,Denver,5303.190000000001
408,Bldg-110412,Dallas,5441.09
232,Bldg-064841,Atlanta,5455.709999999999
793,Bldg-122102,Dallas,5692.37
259,Bldg-074839,Denver,5697.41
1333,Bldg-385034,Dallas,5722.64
52,Bldg-038052,Atlanta,5843.1
840,Bldg-131667,Atlanta,5862.61
247,Bldg-068789,Atlanta,5914.6799999999985
1111,Bldg-148082,Denver,5997.18
460,Bldg-115475,Atlanta,6000.44
36,Bldg-018767,Atlanta,6142.98
393,Bldg-109643,Atlanta,6154.42
903,Bldg-138755,Dallas,6254.96
958,Bldg-138936,Denver,6261.230000000001
116,Bldg-038233,Atlanta,6321.73
32,Bldg-018759,Atlanta,6329.35
796,Bldg-122356,Dallas,6443.860000000001
386,Bldg-109247,Denver,6617.1500000000015
168,Bldg-054826,Atlanta,6620.3499999999985
425,Bldg-111386,Denver,6730.090000000003
1041,Bldg-140009,Denver,6753.75
401,Bldg-110025,Denver,6828.33
735,Bldg-118244,Dallas,6833.55
780,Bldg-121337,Dallas,6968.43
914,Bldg-138862,Denver,6993.52
766,Bldg-119712,Dallas,7039.769999999999
421,Bldg-111343,Dallas,7172.299999999998
751,Bldg-118551,Dallas,7453.45
743,Bldg-118383,Dallas,7453.45
750,Bldg-118547,Dallas,7453.45
881,Bldg-133709,Denver,7495.319999999999
244,Bldg-068730,Atlanta,7509.69
110,Bldg-038197,Atlanta,7617.91
156,Bldg-054665,Atlanta,7742.979999999999
934,Bldg-138893,Denver,7767.26
360,Bldg-108671,Denver,8094.379999999998
453,Bldg-115207,Dallas,8234.609999999999
745,Bldg-118396,Dallas,8653.06
445,Bldg-114230,Dallas,8837.34
113,Bldg-038220,Atlanta,8920.05
14,Bldg-015169,Denver,9241.27
1254,Bldg-228082,Denver,9504.68
19,Bldg-015260,Dallas,9825.619999999995
87,Bldg-038113,Atlanta,9855.96
789,Bldg-121917,Dallas,9914.16
362,Bldg-108721,Denver,10050.530000000002
895,Bldg-137677,Dallas,10070.21
85,Bldg-038105,Atlanta,10340.05
41,Bldg-030429,Atlanta,10373.09
812,Bldg-124990,Dallas,10637.37
23,Bldg-015500,Dallas,11417.529999999999
309,Bldg-086913,Denver,11485.24
124,Bldg-038254,Atlanta,11502.19
11,Bldg-015164,Dallas,11637.56
824,Bldg-127085,Dallas,11835.279999999997
140,Bldg-038295,Atlanta,11889.19
236,Bldg-068374,Denver,11933.419999999998
12,Bldg-015167,Denver,12092.300000000001
88,Bldg-038118,Atlanta,12357.22
66,Bldg-038072,Atlanta,12640.82
51,Bldg-038051,Atlanta,12688.470000000001
759,Bldg-118998,Dallas,12754.49
0,Bldg-011543,Denver,12755.649999999996
4,Bldg-014640,Dallas,13201.280000000002
437,Bldg-112465,Denver,13462.009999999998
195,Bldg-060276,Atlanta,13492.329999999993
17,Bldg-015201,Atlanta,13503.099999999999
371,Bldg-109034,Atlanta,13661.74
294,Bldg-081150,Denver,13782.37
791,Bldg-122016,Dallas,14264.77
94,Bldg-038146,Atlanta,14773.52
151,Bldg-051753,Denver,14776.39
442,Bldg-113893,Dallas,14883.519999999995
813,Bldg-124991,Dallas,14986.5
71,Bldg-038080,Atlanta,15331.01
93,Bldg-038139,Atlanta,15693.040000000006
224,Bldg-061816,Atlanta,16271.48
288,Bldg-080175,Denver,16620.09
253,Bldg-069003,Atlanta,16692.35
175,Bldg-058585,Atlanta,16919.63
319,Bldg-090300,Dallas,16977.56
59,Bldg-038063,Atlanta,17569.349999999995
426,Bldg-111419,Atlanta,17580.079999999998
138,Bldg-038290,Atlanta,17587.8
46,Bldg-033953,Atlanta,17615.34
716,Bldg-117275,Dallas,17707.530000000002
27,Bldg-016875,Dallas,17862.28
778,Bldg-120868,Dallas,17958.62
97,Bldg-038160,Atlanta,19107.67
1049,Bldg-141712,Atlanta,19453.02
119,Bldg-038242,Atlanta,20056.760000000002
10,Bldg-015161,Dallas,20665.620000000003
55,Bldg-038056,Atlanta,20891.590000000004
414,Bldg-110661,Denver,21431.94
781,Bldg-121340,Dallas,21560.390000000007
446,Bldg-114241,Denver,21888.57
823,Bldg-127057,Dallas,21968.7
84,Bldg-038101,Atlanta,22648.93
231,Bldg-064838,Atlanta,22824.39
9,Bldg-015126,Dallas,23142.22
43,Bldg-031512,Dallas,23315.39
732,Bldg-118231,Dallas,25818.28
366,Bldg-108807,Atlanta,25854.49
62,Bldg-038067,Atlanta,25981.38
69,Bldg-038076,Atlanta,26081.46000000001
49,Bldg-037366,Atlanta,26437.899999999998
70,Bldg-038079,Atlanta,27740.61
725,Bldg-117819,Dallas,28145.26
449,Bldg-114698,Dallas,28327.69
186,Bldg-058803,Denver,30381.239999999994
284,Bldg-078441,Dallas,33279.62
104,Bldg-038179,Atlanta,33348.74000000002
63,Bldg-038068,Atlanta,33705.01000000003
281,Bldg-078056,Dallas,34401.02
144,Bldg-038523,Atlanta,35345.48999999999
2,Bldg-014141,Denver,36666.750000000015
15,Bldg-015180,Denver,36880.0
34,Bldg-018764,Atlanta,38778.639999999985
24,Bldg-016418,Dallas,39260.49
543,Bldg-115835,Denver,39837.850000000006
150,Bldg-051752,Denver,43847.689999999995
77,Bldg-038086,Atlanta,45847.37
364,Bldg-108725,Denver,46509.04
1273,Bldg-236056,Dallas,49353.52000000002
395,Bldg-109799,Dallas,50239.00000000001
152,Bldg-051755,Denver,51396.67000000001
44,Bldg-031893,Denver,56116.45000000001
738,Bldg-118324,Dallas,57965.409999999974
67,Bldg-038073,Atlanta,58270.4
30,Bldg-018752,Atlanta,58432.28000000001
176,Bldg-058730,Atlanta,63266.82
31,Bldg-018754,Atlanta,64487.77999999998
95,Bldg-038147,Atlanta,65000.629999999925
47,Bldg-036879,Atlanta,65230.810000000005
90,Bldg-038124,Atlanta,69821.31
38,Bldg-027193,Atlanta,70307.97000000015
13,Bldg-015168,Denver,70614.37000000002
120,Bldg-038246,Atlanta,74394.57
29,Bldg-018751,Atlanta,87787.89
6,Bldg-014864,Atlanta,91862.60000000008
729,Bldg-118217,Dallas,92765.87000000002
736,Bldg-118304,Dallas,94153.51000000008
75,Bldg-038084,Atlanta,110568.83
25,Bldg-016855,Atlanta,113663.96000000012
26,Bldg-016856,Atlanta,152315.66999999998
830,Bldg-128031,Dallas,160075.85000000036
363,Bldg-108724,Denver,185357.29
777,Bldg-120678,Dallas,207659.56
234,Bldg-065056,Dallas,286741.9100000002
740,Bldg-118366,Dallas,299709.65000000043
398,Bldg-109814,Dallas,337213.3399999995
283,Bldg-078151,Denver,342988.50999999966
304,Bldg-084537,Denver,365176.8399999998
3,Bldg-014142,Denver,424057.5600000003
430,Bldg-111681,Denver,736202.879999998
65,Bldg-038071,Atlanta,760048.6799999981
1,Bldg-012582,Atlanta,776419.8999999985
28,Bldg-017035,Denver,1220198.4299999983
7,Bldg-014866,Dallas,1282872.73000001
42,Bldg-030642,Denver,2499299.0299999984
