,Building ID,Market,profit
1328,Bldg-384851,Atlanta,544.6
1321,Bldg-384843,Atlanta,544.6
1325,Bldg-384847,Atlanta,544.6
322,Bldg-090557,Atlanta,544.6
183,Bldg-058758,Atlanta,544.6
179,Bldg-058751,Atlanta,544.6
320,Bldg-090373,Atlanta,544.6
402,Bldg-110085,Atlanta,544.6
1320,Bldg-384817,Atlanta,544.6
1316,Bldg-384655,Atlanta,544.6
1327,Bldg-384850,Atlanta,544.6
181,Bldg-058755,Atlanta,544.6
182,Bldg-058756,Atlanta,544.6
1329,Bldg-384852,Atlanta,544.6
1323,Bldg-384845,Atlanta,544.6
180,Bldg-058752,Atlanta,544.6
409,Bldg-110437,Atlanta,544.6
111,Bldg-038198,Atlanta,546.3
1396,Bldg-427589,Atlanta,546.67
582,Bldg-116499,Dallas,547.11
695,Bldg-116711,Denver,548.29
1297,Bldg-383497,Dallas,551.48
1274,Bldg-263644,Atlanta,557.04
1361,Bldg-386400,Atlanta,557.04
1283,Bldg-330593,Atlanta,557.04
342,Bldg-096379,Atlanta,557.81
769,Bldg-120213,Dallas,563.39
1385,Bldg-390893,Atlanta,564.81
239,Bldg-068634,Atlanta,567.74
1090,Bldg-144775,Dallas,572.99
1040,Bldg-139761,Dallas,576.25
264,Bldg-075459,Atlanta,577.26
142,Bldg-038297,Atlanta,578.7
241,Bldg-068658,Atlanta,583.0899999999999
551,Bldg-116443,Dallas,586.02
194,Bldg-060267,Atlanta,593.31
828,Bldg-127355,Dallas,595.08
831,Bldg-128166,Dallas,595.6099999999998
58,Bldg-038062,Atlanta,601.29
1397,Bldg-427592,Atlanta,602.67
1158,Bldg-156013,Dallas,607.06
1087,Bldg-143114,Atlanta,611.65
1415,Bldg-459907,Dallas,614.66
1116,Bldg-155791,Dallas,616.66
1157,Bldg-156012,Dallas,616.66
1133,Bldg-155857,Dallas,616.66
1137,Bldg-155862,Dallas,616.66
1156,Bldg-156004,Dallas,616.66
1146,Bldg-155880,Dallas,616.66
1195,Bldg-156181,Dallas,616.66
1161,Bldg-156050,Dallas,616.66
1231,Bldg-156351,Dallas,616.66
1224,Bldg-156297,Dallas,616.66
1208,Bldg-156220,Dallas,616.66
1239,Bldg-156413,Dallas,616.66
1241,Bldg-156418,Dallas,616.66
1246,Bldg-156439,Dallas,616.66
1247,Bldg-156443,Dallas,616.66
1248,Bldg-156446,Dallas,616.66
1207,Bldg-156218,Dallas,616.66
1206,Bldg-156217,Dallas,616.66
1201,Bldg-156209,Dallas,616.66
1230,Bldg-156348,Dallas,616.66
1194,Bldg-156176,Dallas,616.66
1168,Bldg-156059,Dallas,616.66
1184,Bldg-156134,Dallas,616.66
1183,Bldg-156133,Dallas,616.66
1182,Bldg-156132,Dallas,616.66
1171,Bldg-156067,Dallas,616.66
1175,Bldg-156081,Dallas,616.66
792,Bldg-122081,Dallas,620.39
1085,Bldg-143105,Atlanta,623.53
1262,Bldg-231959,Denver,624.9499999999998
359,Bldg-108659,Atlanta,631.11
92,Bldg-038133,Atlanta,636.18
640,Bldg-116602,Denver,643.04
106,Bldg-038189,Atlanta,648.09
258,Bldg-070695,Denver,650.93
326,Bldg-090675,Atlanta,652.32
1271,Bldg-231981,Denver,652.57
1267,Bldg-231974,Denver,652.57
1364,Bldg-386429,Atlanta,653.08
1281,Bldg-309118,Atlanta,653.08
1363,Bldg-386426,Atlanta,653.08
1370,Bldg-386552,Atlanta,653.08
1366,Bldg-386463,Atlanta,653.08
1411,Bldg-456994,Atlanta,653.08
1412,Bldg-457318,Atlanta,653.08
1421,Bldg-479066,Atlanta,653.08
1424,Bldg-484111,Atlanta,653.08
1275,Bldg-265008,Atlanta,653.08
1380,Bldg-386721,Atlanta,653.08
1379,Bldg-386719,Atlanta,653.08
1378,Bldg-386716,Atlanta,653.08
1377,Bldg-386714,Atlanta,653.08
1376,Bldg-386647,Atlanta,653.08
1375,Bldg-386635,Atlanta,653.08
1374,Bldg-386611,Atlanta,653.08
1372,Bldg-386589,Atlanta,653.08
1371,Bldg-386586,Atlanta,653.08
1369,Bldg-386538,Atlanta,653.08
1368,Bldg-386520,Atlanta,653.08
1367,Bldg-386467,Atlanta,653.08
1365,Bldg-386448,Atlanta,653.08
1279,Bldg-305169,Atlanta,653.08
1596,Bldg-493269,Atlanta,653.08
250,Bldg-068820,Atlanta,653.08
248,Bldg-068803,Atlanta,653.08
131,Bldg-038271,Atlanta,655.25
1145,Bldg-155877,Dallas,656.93
588,Bldg-116511,Dallas,657.13
164,Bldg-054718,Atlanta,663.84
298,Bldg-081986,Atlanta,666.16
1205,Bldg-156215,Dallas,668.45
184,Bldg-058764,Atlanta,670.48
356,Bldg-105321,Atlanta,671.52
343,Bldg-097698,Atlanta,671.53
644,Bldg-116609,Denver,673.8
380,Bldg-109234,Denver,674.88
505,Bldg-115619,Atlanta,674.93
1403,Bldg-436446,Dallas,676.14
836,Bldg-129724,Dallas,678.12
1212,Bldg-156248,Dallas,679.98
1222,Bldg-156292,Dallas,679.98
1417,Bldg-464007,Atlanta,679.98
1198,Bldg-156184,Dallas,679.98
1257,Bldg-231468,Dallas,679.98
1176,Bldg-156092,Dallas,679.98
1055,Bldg-143061,Atlanta,681.48
1112,Bldg-148348,Denver,684.59
563,Bldg-116463,Dallas,686.62
1294,Bldg-382504,Dallas,691.5
350,Bldg-103416,Dallas,691.5
755,Bldg-118845,Dallas,695.39
337,Bldg-093739,Atlanta,699.18
293,Bldg-081149,Denver,700.46
1052,Bldg-143058,Atlanta,704.21
197,Bldg-060284,Atlanta,704.99
1331,Bldg-384860,Atlanta,708.02
1249,Bldg-166451,Atlanta,709.94
1404,Bldg-436447,Dallas,714.55
1221,Bldg-156287,Dallas,714.55
428,Bldg-111606,Atlanta,718.39
1400,Bldg-436420,Dallas,722.24
645,Bldg-116610,Denver,722.3900000000001
189,Bldg-059751,Denver,722.42
1077,Bldg-143089,Atlanta,727.45
1095,Bldg-147020,Atlanta,731.61
255,Bldg-070187,Atlanta,737.6000000000001
454,Bldg-115261,Atlanta,743.45
1213,Bldg-156256,Dallas,745.29
1188,Bldg-156158,Dallas,745.29
107,Bldg-038191,Atlanta,751.9800000000001
1187,Bldg-156157,Dallas,752.96
1402,Bldg-436444,Dallas,752.96
1044,Bldg-140194,Atlanta,754.83
1043,Bldg-140193,Atlanta,755.94
237,Bldg-068599,Atlanta,756.6899999999999
307,Bldg-084918,Denver,757.88
647,Bldg-116616,Denver,758.28
289,Bldg-080551,Atlanta,758.38
1229,Bldg-156344,Dallas,760.65
1278,Bldg-292075,Dallas,763.73
1218,Bldg-156275,Dallas,763.73
1223,Bldg-156293,Dallas,763.73
628,Bldg-116581,Dallas,764.39
423,Bldg-111370,Atlanta,768.2
1401,Bldg-436423,Dallas,768.34
1219,Bldg-156281,Dallas,768.34
1388,Bldg-391047,Dallas,768.34
1066,Bldg-143075,Atlanta,768.44
474,Bldg-115571,Atlanta,769.11
440,Bldg-113411,Dallas,778.8099999999997
159,Bldg-054677,Atlanta,780.27
103,Bldg-038178,Atlanta,782.6800000000002
1416,Bldg-460190,Atlanta,786.78
323,Bldg-090571,Atlanta,786.78
1288,Bldg-349424,Atlanta,786.78
1113,Bldg-149131,Dallas,787.54
641,Bldg-116603,Denver,788.13
1080,Bldg-143093,Atlanta,788.93
1200,Bldg-156205,Dallas,793.31
1233,Bldg-156380,Dallas,793.31
1220,Bldg-156282,Dallas,793.31
795,Bldg-122241,Dallas,799.0800000000002
192,Bldg-060258,Atlanta,811.59
685,Bldg-116688,Denver,814.38
324,Bldg-090619,Atlanta,814.43
1418,Bldg-464049,Atlanta,814.43
130,Bldg-038269,Atlanta,814.43
1317,Bldg-384657,Atlanta,814.44
203,Bldg-060316,Atlanta,821.02
1079,Bldg-143092,Atlanta,822.59
1406,Bldg-440408,Atlanta,823.36
1386,Bldg-390895,Atlanta,824.52
162,Bldg-054691,Atlanta,826.11
1153,Bldg-155972,Dallas,827.11
1185,Bldg-156137,Dallas,829.03
22,Bldg-015364,Atlanta,835.6100000000001
583,Bldg-116500,Dallas,843.0400000000001
984,Bldg-138985,Denver,845.16
358,Bldg-106314,Dallas,845.16
956,Bldg-138931,Denver,845.16
1019,Bldg-139246,Denver,845.16
1035,Bldg-139323,Denver,845.16
967,Bldg-138950,Denver,845.16
930,Bldg-138886,Denver,845.16
997,Bldg-139014,Denver,845.17
74,Bldg-038083,Atlanta,848.6800000000002
1391,Bldg-409728,Atlanta,865.62
1295,Bldg-382601,Atlanta,875.13
1293,Bldg-372976,Atlanta,875.13
1287,Bldg-345553,Atlanta,875.13
461,Bldg-115476,Atlanta,877.52
702,Bldg-116733,Denver,880.66
185,Bldg-058800,Denver,885.12
1178,Bldg-156103,Dallas,885.48
737,Bldg-118323,Dallas,886.3199999999998
1264,Bldg-231967,Denver,890.52
1217,Bldg-156273,Dallas,894.34
1245,Bldg-156438,Dallas,894.34
1292,Bldg-363474,Dallas,894.34
806,Bldg-124580,Denver,906.64
122,Bldg-038250,Atlanta,908.7199999999999
1149,Bldg-155953,Dallas,909.13
1104,Bldg-148055,Denver,909.19
1298,Bldg-383601,Dallas,912.39
1594,Bldg-490682,Dallas,914.31
807,Bldg-124587,Denver,914.31
1140,Bldg-155865,Dallas,915.93
818,Bldg-125153,Dallas,916.49
1384,Bldg-390891,Atlanta,918.76
1236,Bldg-156407,Dallas,922.0
1100,Bldg-147803,Dallas,932.75
1103,Bldg-147834,Dallas,932.75
1232,Bldg-156358,Dallas,932.75
879,Bldg-133144,Dallas,932.75
1102,Bldg-147831,Dallas,932.75
1186,Bldg-156142,Dallas,932.75
1197,Bldg-156183,Dallas,932.75
1101,Bldg-147825,Dallas,932.75
1190,Bldg-156160,Dallas,932.75
1240,Bldg-156415,Dallas,932.75
1165,Bldg-156054,Dallas,943.97
1225,Bldg-156322,Dallas,943.97
1167,Bldg-156058,Dallas,943.97
1147,Bldg-155951,Dallas,943.97
1169,Bldg-156065,Dallas,943.97
1172,Bldg-156072,Dallas,943.97
1174,Bldg-156075,Dallas,943.97
1162,Bldg-156051,Dallas,943.97
1166,Bldg-156057,Dallas,943.97
1141,Bldg-155866,Dallas,943.97
1163,Bldg-156052,Dallas,943.97
1192,Bldg-156165,Dallas,943.97
1142,Bldg-155867,Dallas,943.97
1164,Bldg-156053,Dallas,943.97
1126,Bldg-155843,Dallas,943.97
1127,Bldg-155844,Dallas,943.97
1136,Bldg-155860,Dallas,943.97
1128,Bldg-155846,Dallas,943.97
1129,Bldg-155847,Dallas,943.97
1121,Bldg-155821,Dallas,943.97
1143,Bldg-155869,Dallas,943.97
1423,Bldg-480765,Dallas,945.05
216,Bldg-061751,Atlanta,948.73
99,Bldg-038163,Atlanta,952.04
1593,Bldg-490680,Dallas,960.41
1595,Bldg-490685,Dallas,964.26
230,Bldg-062045,Atlanta,975.48
126,Bldg-038259,Atlanta,975.48
1422,Bldg-480505,Dallas,983.46
1216,Bldg-156272,Dallas,983.46
1359,Bldg-385285,Dallas,985.19
78,Bldg-038087,Atlanta,1000.37
134,Bldg-038279,Atlanta,1002.55
1318,Bldg-384714,Atlanta,1006.51
1255,Bldg-231449,Dallas,1009.59
1179,Bldg-156114,Dallas,1009.59
204,Bldg-060323,Atlanta,1010.26
671,Bldg-116655,Denver,1010.33
1034,Bldg-139319,Denver,1010.36
5,Bldg-014863,Atlanta,1011.86
475,Bldg-115572,Atlanta,1013.5399999999998
1407,Bldg-450164,Dallas,1031.8
422,Bldg-111344,Dallas,1035.42
835,Bldg-129422,Denver,1036.31
944,Bldg-138911,Denver,1042.71
861,Bldg-132313,Denver,1042.71
1010,Bldg-139051,Denver,1042.71
941,Bldg-138905,Denver,1042.71
940,Bldg-138904,Denver,1042.71
933,Bldg-138891,Denver,1042.71
971,Bldg-138959,Denver,1042.71
808,Bldg-124610,Denver,1042.71
810,Bldg-124705,Denver,1042.71
981,Bldg-138980,Denver,1042.71
991,Bldg-138999,Denver,1042.71
993,Bldg-139006,Denver,1042.71
907,Bldg-138850,Denver,1042.71
949,Bldg-138921,Denver,1042.71
909,Bldg-138852,Denver,1042.71
976,Bldg-138965,Denver,1042.71
327,Bldg-090677,Atlanta,1048.0
1261,Bldg-231956,Denver,1052.28
196,Bldg-060278,Atlanta,1054.31
799,Bldg-122520,Dallas,1061.23
974,Bldg-138963,Denver,1067.99
983,Bldg-138983,Denver,1067.99
1114,Bldg-155770,Dallas,1071.44
1115,Bldg-155771,Dallas,1071.44
1134,Bldg-155858,Dallas,1071.44
1235,Bldg-156386,Dallas,1071.44
1234,Bldg-156384,Dallas,1071.44
1150,Bldg-155954,Dallas,1071.44
1148,Bldg-155952,Dallas,1071.44
757,Bldg-118939,Dallas,1071.98
1061,Bldg-143070,Atlanta,1077.26
992,Bldg-139002,Denver,1081.12
995,Bldg-139010,Denver,1081.12
1001,Bldg-139033,Denver,1081.12
920,Bldg-138872,Denver,1081.12
970,Bldg-138957,Denver,1081.12
922,Bldg-138874,Denver,1081.12
1016,Bldg-139068,Denver,1081.12
969,Bldg-138956,Denver,1081.12
302,Bldg-084506,Denver,1081.12
987,Bldg-138994,Denver,1081.12
1014,Bldg-139061,Denver,1081.12
946,Bldg-138914,Denver,1081.12
955,Bldg-138929,Denver,1081.12
938,Bldg-138899,Denver,1081.12
809,Bldg-124677,Denver,1081.12
303,Bldg-084510,Denver,1081.12
985,Bldg-138986,Denver,1081.12
311,Bldg-086976,Denver,1081.12
968,Bldg-138951,Denver,1081.12
901,Bldg-138034,Dallas,1086.43
1301,Bldg-384567,Atlanta,1089.2
1307,Bldg-384631,Atlanta,1089.2
1302,Bldg-384568,Atlanta,1089.2
1310,Bldg-384636,Atlanta,1089.2
1309,Bldg-384634,Atlanta,1089.2
1311,Bldg-384645,Atlanta,1089.2
1303,Bldg-384586,Atlanta,1089.2
1304,Bldg-384604,Atlanta,1089.2
1308,Bldg-384632,Atlanta,1089.2
1296,Bldg-382602,Atlanta,1089.2
278,Bldg-075727,Atlanta,1089.2
279,Bldg-075781,Atlanta,1089.2
1312,Bldg-384646,Atlanta,1089.2
268,Bldg-075467,Atlanta,1089.2
266,Bldg-075465,Atlanta,1089.2
263,Bldg-075441,Atlanta,1089.2
261,Bldg-075432,Atlanta,1089.2
1289,Bldg-358434,Atlanta,1089.2
286,Bldg-079521,Atlanta,1089.2
177,Bldg-058732,Atlanta,1089.2
1250,Bldg-170354,Atlanta,1089.2
1322,Bldg-384844,Atlanta,1089.2
321,Bldg-090547,Atlanta,1089.2
1319,Bldg-384816,Atlanta,1089.2
1313,Bldg-384649,Atlanta,1089.2
280,Bldg-075795,Atlanta,1089.2
252,Bldg-068949,Atlanta,1092.53
314,Bldg-088531,Denver,1098.03
333,Bldg-091032,Atlanta,1102.56
98,Bldg-038161,Atlanta,1102.79
400,Bldg-109818,Dallas,1104.47
1060,Bldg-143069,Atlanta,1110.94
786,Bldg-121548,Dallas,1111.44
316,Bldg-089921,Denver,1111.89
528,Bldg-115665,Atlanta,1124.1999999999998
432,Bldg-111944,Dallas,1124.84
1107,Bldg-148068,Denver,1127.15
472,Bldg-115566,Atlanta,1137.79
1076,Bldg-143086,Atlanta,1138.74
101,Bldg-038166,Atlanta,1160.59
1419,Bldg-464059,Dallas,1175.55
1036,Bldg-139324,Denver,1190.62
1324,Bldg-384846,Atlanta,1196.92
1070,Bldg-143079,Atlanta,1203.15
81,Bldg-038092,Atlanta,1209.45
470,Bldg-115564,Atlanta,1209.52
950,Bldg-138922,Denver,1215.58
805,Bldg-124565,Denver,1215.58
800,Bldg-124293,Denver,1215.58
1006,Bldg-139041,Denver,1215.58
959,Bldg-138937,Denver,1215.58
910,Bldg-138853,Denver,1215.58
921,Bldg-138873,Denver,1215.58
923,Bldg-138876,Denver,1215.58
999,Bldg-139028,Denver,1215.58
931,Bldg-138888,Denver,1215.58
962,Bldg-138942,Denver,1215.58
1000,Bldg-139029,Denver,1215.58
761,Bldg-119160,Dallas,1223.77
353,Bldg-103931,Dallas,1224.8400000000001
714,Bldg-116884,Dallas,1228.79
1117,Bldg-155797,Dallas,1233.32
1209,Bldg-156221,Dallas,1233.32
1181,Bldg-156131,Dallas,1233.32
1305,Bldg-384606,Atlanta,1235.33
109,Bldg-038195,Atlanta,1240.47
214,Bldg-061710,Atlanta,1241.48
1027,Bldg-139268,Denver,1248.24
1280,Bldg-307655,Atlanta,1254.54
727,Bldg-117839,Dallas,1256.11
1038,Bldg-139331,Denver,1257.85
458,Bldg-115383,Atlanta,1281.84
108,Bldg-038192,Atlanta,1281.92
574,Bldg-116488,Dallas,1282.3899999999999
413,Bldg-110632,Atlanta,1284.15
200,Bldg-060301,Atlanta,1285.89
415,Bldg-110795,Denver,1286.08
706,Bldg-116741,Denver,1291.2
1092,Bldg-146286,Denver,1301.13
1042,Bldg-140064,Atlanta,1301.87
1362,Bldg-386409,Atlanta,1306.16
240,Bldg-068635,Atlanta,1306.16
1373,Bldg-386600,Atlanta,1306.16
209,Bldg-060344,Atlanta,1306.94
752,Bldg-118661,Dallas,1310.07
1018,Bldg-139245,Denver,1311.62
265,Bldg-075463,Atlanta,1316.9
996,Bldg-139012,Denver,1327.68
951,Bldg-138923,Denver,1341.64
257,Bldg-070477,Atlanta,1344.8899999999999
370,Bldg-109029,Atlanta,1351.9
48,Bldg-037241,Denver,1354.95
1214,Bldg-156258,Dallas,1371.48
1069,Bldg-143078,Atlanta,1375.86
730,Bldg-118224,Dallas,1383.0
383,Bldg-109240,Denver,1415.58
18,Bldg-015202,Atlanta,1417.13
1332,Bldg-384867,Atlanta,1429.87
1358,Bldg-385131,Dallas,1430.66
1356,Bldg-385116,Dallas,1430.66
1347,Bldg-385060,Dallas,1430.66
1285,Bldg-343193,Dallas,1430.66
1348,Bldg-385061,Dallas,1430.66
1355,Bldg-385115,Dallas,1430.66
1350,Bldg-385063,Dallas,1430.66
1351,Bldg-385066,Dallas,1430.66
1352,Bldg-385069,Dallas,1430.66
1353,Bldg-385110,Dallas,1430.66
1354,Bldg-385114,Dallas,1430.66
1277,Bldg-291666,Dallas,1430.66
1349,Bldg-385062,Dallas,1430.66
1346,Bldg-385059,Dallas,1430.66
1338,Bldg-385045,Dallas,1430.66
1344,Bldg-385057,Dallas,1430.66
16,Bldg-015190,Dallas,1430.66
1334,Bldg-385036,Dallas,1430.66
1335,Bldg-385037,Dallas,1430.66
1345,Bldg-385058,Dallas,1430.66
1336,Bldg-385039,Dallas,1430.66
1337,Bldg-385041,Dallas,1430.66
1357,Bldg-385119,Dallas,1430.66
787,Bldg-121643,Dallas,1430.66
1339,Bldg-385047,Dallas,1430.66
1340,Bldg-385053,Dallas,1430.66
1341,Bldg-385054,Dallas,1430.66
1342,Bldg-385055,Dallas,1430.66
1343,Bldg-385056,Dallas,1430.66
758,Bldg-118978,Dallas,1439.7
1243,Bldg-156433,Dallas,1439.87
1193,Bldg-156166,Dallas,1442.62
451,Bldg-114863,Atlanta,1451.33
170,Bldg-055388,Atlanta,1463.21
410,Bldg-110460,Atlanta,1466.16
1237,Bldg-156409,Dallas,1490.58
926,Bldg-138880,Denver,1494.03
1053,Bldg-143059,Atlanta,1497.13
1097,Bldg-147402,Denver,1499.77
76,Bldg-038085,Atlanta,1503.82
1196,Bldg-156182,Dallas,1516.7
819,Bldg-125296,Dallas,1529.16
157,Bldg-054666,Atlanta,1529.2
1408,Bldg-456456,Dallas,1530.6200000000001
1020,Bldg-139247,Denver,1540.98
544,Bldg-116420,Dallas,1543.9
988,Bldg-138995,Denver,1546.74
1226,Bldg-156326,Dallas,1551.27
1242,Bldg-156420,Dallas,1555.88
56,Bldg-038059,Atlanta,1556.02
1088,Bldg-143190,Dallas,1563.16
763,Bldg-119260,Dallas,1573.25
367,Bldg-108825,Atlanta,1599.41
68,Bldg-038074,Atlanta,1607.37
373,Bldg-109094,Atlanta,1608.83
206,Bldg-060334,Atlanta,1618.81
21,Bldg-015339,Atlanta,1652.12
785,Bldg-121533,Dallas,1655.67
756,Bldg-118922,Dallas,1657.76
899,Bldg-138000,Atlanta,1678.04
897,Bldg-137821,Denver,1678.69
1118,Bldg-155802,Dallas,1688.1
416,Bldg-110966,Atlanta,1691.66
1050,Bldg-143056,Atlanta,1697.86
741,Bldg-118374,Dallas,1709.6999999999996
773,Bldg-120264,Dallas,1712.05
932,Bldg-138889,Denver,1721.08
1215,Bldg-156270,Dallas,1731.06
975,Bldg-138964,Denver,1734.21
1123,Bldg-155838,Dallas,1737.28
1211,Bldg-156230,Dallas,1769.47
1244,Bldg-156436,Dallas,1788.6799999999996
531,Bldg-115672,Atlanta,1801.1299999999999
825,Bldg-127121,Denver,1804.3999999999999
829,Bldg-127432,Dallas,1810.49
491,Bldg-115594,Atlanta,1822.58
1125,Bldg-155840,Dallas,1838.31
739,Bldg-118364,Dallas,1840.61
1177,Bldg-156095,Dallas,1842.47
754,Bldg-118825,Dallas,1849.18
581,Bldg-116498,Dallas,1857.7000000000007
1151,Bldg-155956,Dallas,1859.9
1005,Bldg-139039,Denver,1868.28
1012,Bldg-139058,Denver,1868.28
117,Bldg-038240,Atlanta,1871.25
223,Bldg-061814,Atlanta,1882.72
1170,Bldg-156066,Dallas,1887.94
1204,Bldg-156214,Dallas,1887.94
1124,Bldg-155839,Dallas,1887.94
1238,Bldg-156412,Dallas,1887.94
1130,Bldg-155854,Dallas,1887.94
1173,Bldg-156073,Dallas,1887.94
1132,Bldg-155856,Dallas,1887.94
1135,Bldg-155859,Dallas,1887.94
1139,Bldg-155864,Dallas,1887.94
404,Bldg-110179,Denver,1906.28
149,Bldg-048883,Atlanta,1910.45
939,Bldg-138900,Denver,1926.28
953,Bldg-138927,Denver,1926.29
802,Bldg-124362,Denver,1927.83
1056,Bldg-143063,Atlanta,1932.05
1045,Bldg-140252,Dallas,1935.8
1024,Bldg-139261,Denver,1940.04
434,Bldg-111956,Atlanta,1943.88
1410,Bldg-456897,Atlanta,1959.24
1203,Bldg-156211,Dallas,1977.84
1180,Bldg-156128,Dallas,1978.61
33,Bldg-018762,Atlanta,1988.37
246,Bldg-068765,Atlanta,2005.0
915,Bldg-138863,Denver,2060.75
163,Bldg-054708,Atlanta,2074.55
1199,Bldg-156204,Dallas,2083.7200000000007
994,Bldg-139007,Denver,2085.42
924,Bldg-138878,Denver,2085.42
906,Bldg-138848,Denver,2085.42
1007,Bldg-139042,Denver,2085.42
913,Bldg-138861,Denver,2104.62
154,Bldg-053008,Atlanta,2106.8200000000006
1013,Bldg-139059,Denver,2106.85
801,Bldg-124309,Denver,2118.37
963,Bldg-138945,Denver,2123.83
172,Bldg-057700,Denver,2124.03
429,Bldg-111664,Dallas,2125.57
847,Bldg-131995,Dallas,2139.5200000000004
1119,Bldg-155811,Dallas,2142.88
167,Bldg-054726,Atlanta,2143.71
1413,Bldg-457758,Denver,2145.4
935,Bldg-138895,Denver,2149.11
1025,Bldg-139262,Denver,2152.94
990,Bldg-138997,Denver,2162.24
917,Bldg-138868,Denver,2162.24
961,Bldg-138941,Denver,2162.24
1015,Bldg-139064,Denver,2162.24
972,Bldg-138961,Denver,2162.24
128,Bldg-038266,Atlanta,2165.18
936,Bldg-138897,Denver,2175.23
973,Bldg-138962,Denver,2175.23
1011,Bldg-139056,Denver,2175.62
318,Bldg-089928,Denver,2175.99
45,Bldg-032124,Denver,2189.34
925,Bldg-138879,Denver,2192.13
484,Bldg-115585,Atlanta,2197.17
980,Bldg-138977,Denver,2210.57
753,Bldg-118824,Dallas,2216.5500000000006
205,Bldg-060325,Atlanta,2253.82
919,Bldg-138871,Denver,2280.96
978,Bldg-138967,Denver,2296.7
998,Bldg-139027,Denver,2296.7
774,Bldg-120272,Dallas,2296.89
848,Bldg-132257,Denver,2311.19
837,Bldg-131162,Dallas,2340.55
365,Bldg-108780,Atlanta,2346.93
954,Bldg-138928,Denver,2365.85
287,Bldg-080112,Denver,2376.09
1033,Bldg-139307,Denver,2403.32
1039,Bldg-139716,Denver,2415.59
433,Bldg-111955,Denver,2420.64
1108,Bldg-148074,Denver,2429.7
1003,Bldg-139037,Denver,2431.16
979,Bldg-138976,Denver,2431.16
989,Bldg-138996,Denver,2431.16
905,Bldg-138847,Denver,2431.16
132,Bldg-038272,Atlanta,2432.73
407,Bldg-110365,Denver,2436.2699999999995
887,Bldg-136936,Dallas,2442.69
561,Bldg-116459,Dallas,2450.1099999999997
1191,Bldg-156163,Dallas,2455.99
957,Bldg-138933,Denver,2459.51
1105,Bldg-148056,Denver,2459.67
1046,Bldg-140512,Atlanta,2461.17
1032,Bldg-139306,Denver,2466.04
1030,Bldg-139282,Denver,2496.48
165,Bldg-054722,Atlanta,2507.11
406,Bldg-110290,Dallas,2538.9700000000007
734,Bldg-118239,Dallas,2544.11
894,Bldg-137362,Denver,2550.41
1189,Bldg-156159,Dallas,2553.94
880,Bldg-133566,Atlanta,2582.37
376,Bldg-109148,Dallas,2584.0
229,Bldg-062005,Atlanta,2604.5099999999998
190,Bldg-059753,Denver,2631.94
896,Bldg-137688,Dallas,2647.26
942,Bldg-138908,Denver,2661.28
1138,Bldg-155863,Dallas,2683.4700000000007
220,Bldg-061784,Atlanta,2690.4700000000003
878,Bldg-133082,Dallas,2695.5800000000004
305,Bldg-084698,Denver,2702.8900000000003
443,Bldg-114140,Dallas,2710.6800000000007
540,Bldg-115716,Atlanta,2775.1400000000003
468,Bldg-115560,Atlanta,2789.27
86,Bldg-038109,Atlanta,2790.38
918,Bldg-138869,Denver,2834.54
1360,Bldg-385289,Dallas,2861.32
1002,Bldg-139036,Denver,2866.73
782,Bldg-121386,Dallas,2897.51
943,Bldg-138910,Denver,2899.84
929,Bldg-138883,Denver,2930.58
411,Bldg-110461,Atlanta,2938.71
960,Bldg-138940,Denver,2968.99
945,Bldg-138912,Denver,2989.66
1131,Bldg-155855,Dallas,3010.79
292,Bldg-081148,Denver,3015.25
188,Bldg-059613,Denver,3031.95
242,Bldg-068666,Atlanta,3054.94
1004,Bldg-139038,Denver,3083.86
1031,Bldg-139298,Denver,3088.39
315,Bldg-088695,Atlanta,3111.38
965,Bldg-138947,Denver,3131.74
1023,Bldg-139260,Denver,3132.57
966,Bldg-138948,Denver,3134.8
911,Bldg-138857,Denver,3154.86
822,Bldg-126879,Dallas,3158.37
439,Bldg-113392,Denver,3184.94
1017,Bldg-139069,Denver,3205.26
882,Bldg-133895,Denver,3227.0
387,Bldg-109249,Denver,3230.8
916,Bldg-138867,Denver,3256.35
100,Bldg-038164,Atlanta,3280.79
947,Bldg-138915,Denver,3283.24
986,Bldg-138989,Denver,3307.07
306,Bldg-084699,Denver,3326.07
82,Bldg-038095,Atlanta,3327.18
256,Bldg-070381,Atlanta,3344.7099999999996
35,Bldg-018765,Atlanta,3368.26
571,Bldg-116485,Dallas,3384.600000000001
726,Bldg-117838,Dallas,3405.74
1083,Bldg-143100,Atlanta,3442.5599999999995
198,Bldg-060286,Atlanta,3449.8399999999992
1256,Bldg-231452,Dallas,3454.81
912,Bldg-138859,Denver,3463.8
1202,Bldg-156210,Dallas,3499.22
1022,Bldg-139259,Denver,3531.79
1021,Bldg-139248,Denver,3549.1
1047,Bldg-140882,Denver,3551.3499999999995
296,Bldg-081210,Denver,3593.57
438,Bldg-113338,Dallas,3598.64
89,Bldg-038120,Atlanta,3620.97
804,Bldg-124552,Denver,3647.83
904,Bldg-138846,Denver,3648.59
838,Bldg-131561,Atlanta,3682.86
161,Bldg-054690,Atlanta,3722.38
1091,Bldg-146242,Atlanta,3806.32
982,Bldg-138982,Denver,3808.71
73,Bldg-038082,Atlanta,3821.1200000000003
927,Bldg-138881,Denver,3830.98
827,Bldg-127294,Dallas,3849.49
235,Bldg-065354,Atlanta,3879.98
54,Bldg-038055,Atlanta,3886.48
